count,country,region,city,geo_id,label,label_en,label_it,label_de,label_fr,type,scope_note,wikidata_description,tgn_uri,wikidata_uri,gnd,tgn,viaf,wikidata,number_of_results
1454,Deutschland,Hessen,Altengronau,20006476,Altengronau,,,,,inhabited places,,Ortsteil of Sinntal in Germany,http://vocab.getty.edu/tgn/7060161,http://www.wikidata.org/entity/Q437125,,http://vocab.getty.edu/tgn/7060161,,,1
1424,Österreich,Wien,Wien,00003601,Wien,Vienna,,Wien,Vienne,inhabited places,"Located on the Danube River, at a crossroads in the center of Europe. Formerly, Vienna was the capital of the Holy Roman Empire and of the Austro-Hungarian Empire. Originally a Celtic settlement, it became a Roman military settlement and was occupied by the Magyars in 907, then passed to the Babenburgs in 976. It became the capital of the duchy of Austria in 1156 and was occupied by Ottocar II of Bohemia from 1251 to 1276. It was unsuccessfully besieged by the Turks in 1529 and 1683. During the 18th century, Vienna was one of the great cultural centers in Europe, the home of Mozart, Beethoven, Haydn, and Schubert. The city was occupied by the French during the Napoleonic Wars, in 1805 and 1808 and from 1814 to 1815. It was annexed by Nazi Germany in 1938 and liberated by the Russians in 1945. The historic centre of Vienna was designated a World Heritage Site by UNESCO.",capital of and state in Austria,http://vocab.getty.edu/tgn/7003321,http://www.wikidata.org/entity/Q1741,,,,,1
1405,Belgien,Brabant (flämisch),Brüssel,20950049,Bruxelles,Brussels,,Brüssel,Bruxelles,inhabited places,"The city of Brussels is the capital of modern Belgium. The original village grew up around a chapel on an island in the Zenne River. By the 6th century, it found itself located on an important trade route, and became a flourishing commercial center specializing in woolens in the medieval period. The merchant aristocracy was forced to share power with the craftsmen after their revolt in 1421. It was ruled successively by the Duke of Burgundy, then the Holy Roman Empire. It was part of the Spanish Netherlands from 1530, then of modern Belgium from 1830. In the 20th and early 21st centuries, it produced textiles, chemicals, electrical equipment, machinery, rubber goods and brewed beverages. It has become something of an international capital since it became the headquarters of the European Union.",municipality and capital city of Belgium,http://vocab.getty.edu/tgn/7007868,http://www.wikidata.org/entity/Q239,,,,,1
1374,Frankreich,Nord-Pas-de-Calais,Lille,00001561,Lille,Lille,,Lille,Lille,inhabited places,"Destroyed by Philip Augustus 1214, rebuilt by Joanna, Countess of Flanders; given to King of France 1312; passed to Burgundian possessions and recaptured by Louis XIV 1667; captured by Duke of Marlborough 1708; restored to France by Treaty of Utrecht 1713.","city and commune in Nord, Hauts-de-France, Northern France",http://vocab.getty.edu/tgn/7008461,http://www.wikidata.org/entity/Q648,,http://vocab.getty.edu/tgn/7008461,,,1
1372,Deutschland,Baden-Württemberg,Karlsruhe,00070566,Karlsruhe,Karlsruhe,,Karlsruhe,,inhabited places,"The city of Karlsruhe is located near the Rhine River on the edge of the Black Forest in the state of Baden-Württemberg in southwestern Germany. It was founded as a residence by the margrave of Baden-Durlach, Karl Wilhelm, in 1715, who built a castle there near his hunting lodge. The city was designed on a radial plan around the tower of the castle with most of its important public building designed in the Neoclassical style. There are many museums, educational institutions, and the Federal Constitutional Court of Germany. An industrial harbor was built on the Rhine in 1901. Severely damaged in World War II; today its factories produce machinery, bicycles, and radio equipment. It has oil refineries with pipelines to Strasbourg, Marseilles, and Ingolstadt, as well as a nuclear reactor and research center. Its 2004 estimated population was 283,000.","city in Baden-Württemberg, Germany",http://vocab.getty.edu/tgn/7004424,http://www.wikidata.org/entity/Q1040,,http://vocab.getty.edu/tgn/7004424,,,1
1343,Großbritannien,,Oxford,20953839,Oxford,Oxford,,,,inhabited places,"City allegedly founded as a nunnery by Frideswide (died 735). Famous for the 12th-century Oxford University, the country's oldest; the first college, University College, dates from 1249. Oxford was first mentioned as a town in a Saxon chronicle dated 912. Headquarters of the Royalists during the 17th-century English Civil War. A center for auto production since 1918; noted for important sytems of canals and railways.","city in Oxfordshire, England",http://vocab.getty.edu/tgn/7011931,http://www.wikidata.org/entity/Q34217,,,,,1
1324,Griechenland,,Athen,00260251,Athínai,Athens,Atene,Athen,Athènes,inhabited places,"Was an ancient metropolis of great importance; settled in Neolithic times.  Acropolis was fortified by 1200 BCE; became great city-state, ruling and colonizing over a wide area. It was the center of culture influencing all of the Western world in philosophy, theater, and art. The name refers to the goddess Athena. In Homeric Greek the city's name was in the singular form (Ἀθήνη) then changed in the plural.",capital and largest city of Greece,http://vocab.getty.edu/tgn/7001393,http://www.wikidata.org/entity/Q1524,,http://vocab.getty.edu/tgn/7001393,,,1
1322,Niederlande,,Amsterdam,00000061,Amsterdam,Amsterdam,,,,inhabited places,"Located on over 90 islands in the IJ arm of the IJsselmeer. Early inhabitants built dikes on both sides of the Amstel River to prevent flooding, and a dam was built between the dikes in 1270. Chartered in 1306. Became affluent in the15th century due to trade with Baltic seaports, and was the financial center of the world by 17th century. United Dutch East India Company was founded in 1602, followed by the West India Company in 1621. Capital of the Batavian Republic under Napoleon, later of the kingdom of Holland, and became part of the French Empire in 1810. Under German occupation from 1940-1945. Center of the world's diamond trade.",capital and most populous city of the Netherlands,http://vocab.getty.edu/tgn/7006952,http://www.wikidata.org/entity/Q727,,,,,1
1313,Deutschland,Bayern,Würzburg,00003631,Würzburg,Würzburg,,Würzburg,,inhabited places,"The city of Würzburg is located in the district of Unterfranken in south-central Germany, lying on the canalized Main River. Celts and Romans were established here, although no settlement was mentioned until 704. St. Bonaface set up a bishopric here in 741-742, and by the 12th century these bishops also ruled as dukes of Franconia. Würzburg was an important medieval city; and thrived as a splendid episcopal see until 1802 when it was secularized and passed to Bavaria. In 1805 it joined the Confederation of the Rhine, in 1814 returned to Bavaria, and became again an episcopal see in 1921. It was an important city for the Nazis, and was badly damaged in World War II. However, it underwent thorough reconstruction, and much of its historic architecture was restored, notably the episcopal residence designed by Balthasar Neumann, the medieval Main Bridge, the Marienberg Fortress whose courtyard contains the Round Church, one of the oldest churches, 706, existing in Germany now. There are many other medieval, Baroque, and Rococo churches. The University of Würzburg founded in 1582 still operates. The modern city produces paper, electronics, steel, and wine. The 2004 estimated population was 132,900.","city in the region of Franconia, Northern Bavaria, Germany",http://vocab.getty.edu/tgn/7004335,http://www.wikidata.org/entity/Q2999,,http://vocab.getty.edu/tgn/7004335,,,1
1294,Deutschland,Hessen,Arolsen,00260193,Arolsen,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7005945,,,http://vocab.getty.edu/tgn/7005945,,,1
1294,Deutschland,Rheinland-Pfalz,Trier,00003321,Trier,,,,,inhabited places,"The German city of Trier is situated on the Mosel river, just east of the border with Luxembourg. It was the ancient capital of the Germanic Treveri tribe, who were conquered by the Romans around 15 BCE. It became an episcopal see in the fourth century, and the main Christian city north of the Alps. The Franks captured it in the fifth century but it remained a Christian center, becoming an archbishopric in 815 and flourishing thereafter as a commercial and administrative center. Its archbishops became powerful temporal princes, and a university was founded, operating from 1473 to 1797. It was taken over by France in 1797, and n 1815 by Prussia. The 19th century saw rapid growth, however, this was interrupted by the two World Wars. Trier has been rebuilt and become a cultural and commercial center again. It has retained much of its historic architecture, both Roman and German. Roman structures include the basilica of the emperors that was later converted into a Romanesque cathedral. Later German structures include the Market Cross of 958, the Abbey Church of St. Mattias, 1127-1160, with the saint's tomb, and the Electoral Palace of 1614. The University of Trier was founded in 1970. Local industries are diverse, featuring the production of textiles, beer, and machinery. Trier is also a transportation hub for shipping and trading goods, especially wines. Trier's famous natives include St. Ambrose, born here in 339, and Karl Marx, born 1818. The calculated population for 2005 was 100, 649.",,http://vocab.getty.edu/tgn/7004447,,,http://vocab.getty.edu/tgn/7004447,,,1
1244,Deutschland,Hessen,Frankfurt (Main),00001061,Frankfurt am Main,Frankfurt am Main,,Frankfurt am Main,Francfort-sur-le-Mein,inhabited places,"Frankfurt am Main is the largest city in the state of Hessen in western Germany, lying some 19 miles upstream on the Main River from the city of Mainz. Celts and Germanic people occupied the site in the first century BCE and by the Romans in the first and second centuries CE. The Franks took it over around 500, when if probably gained the name Frankfurt, meaning ""ford of the Franks, but was first mentioned as such by Charlemagne's biographer in the late 8th century. In 1356 it was designated the official site of the election of the German kings. It was a free imperial city from 1372 to 1806, then Napoleon I made it first the seat of government for the Confederation of the Rhine, then the capital of the Grand Duchy of Frankfurt. From 1816 to 1866 it was the seat of the Germann Federal Diet and thus de facto the capital of the German states. Following the Seven Weeks' War in 1866, it fell under Prussian rule where it remained until after World War I. It suffered heavy damage from bombardment in World War II, and most of its medieval Old City was destroyed. Historic structures that survived include the 8th-century Benedictine monastery, the Römer or medieval city hall, the 155-foot Eschenheim Tower, St. Bartholomew's Cathedral dating from 1239, and the Church of St. Paul. Modern Frankfurt am Main is a commercial and industrial center, famous for its many trade fairs, including the international book, car, and computer fairs. It is known for the manufacture of motor vehicles, pharmaceuticals, printing materials, and processed foods, especially sausages. It is a transportation center with a busy railway hub and the largest airport in Germany. The 2004 estimated population was 646,000.","city in Hesse, Germany",http://vocab.getty.edu/tgn/7005293,http://www.wikidata.org/entity/Q1794,https://d-nb.info/gnd/4018118-2,http://vocab.getty.edu/tgn/7005293,,,1
1207,Deutschland,Nordrhein-Westfalen,Essen,00260037,Essen,,,Essen,,inhabited places,"The northwestern German city of Essen is situated near the Ruhr river in the district of Düsseldorf in the state of North Rhine -Westphalia. It grew up around a Benedictine convent founded in 852; the convent's abbess and the abbot of a local monastery ruled the town for centuries, until the institutions were dissolved in 1802 and local governance passed to Prussia. The town grew with the industrial expansion of the 19th century to become the largest industrial city of the Ruhr district. The French occupied it from 1923 to 1925. In World War II it served as the center of German war industry, and as such was heavily bombed. It has been considerably rebuilt and most of its building today date from the 20th and 21st centuries. Its cultural institutions include an opera house and company, the Museum Folkwang that houses 19th- and 20th-century art, and the Villa Hügel, formerly the residence of the Krupp family, famous as industrialists and arms manufacturers, which now hosts for cultural events and conferences. Essen is a railway junction and commercial trade center. Its economic activities include coal processing, steel making, and the manufacture chemicals, glass items, textiles, and precision instruments. Despite the industrialization, the southern part of the city has plenty of parks and small wooded areas. The estimated population for 2004 was 581,600. ","city in North Rhine-Westphalia, Germany",http://vocab.getty.edu/tgn/7004905,http://www.wikidata.org/entity/Q2066,,http://vocab.getty.edu/tgn/7004905,,,1
1168,Deutschland,Hamburg,Hamburg,00001211,Hamburg,,,Hamburg,Hambourg,inhabited places,"The northern German city of Hamburg is located on Elbe River, which connects it to the North Sea. It is one of Europe's busiest ports and Germany's largest port and commercial and industrial city. The site was first used for a fortress against the Slavs built by Charlemagne in 825. With Lübeck, it formed the Hanseatic League in 1241, and grew steadily over the next several centuries as a trade center. It accepted the Reformation in 1529 and became Protestant. Hamburg went its own way as the Hanseatic League gradually faded from existence; a stock exchange was founded there in 1558 and the bank of Hamburg was established in 1619. Napoleon I annexed it to the French Empire in 1810, and after his fall it joined the German Confederation, all the while retaining its traditional self-government to a large degree. The city was devastated by fire in 1842, but was rebuilt. It suffered terrible destruction by bombing in World War II, but its value as a port soon lead to its restoration and the resumption of its busy economic life. It is cosmopolitan in character with fine art collections in its museums, a world famous opera and two symphony orchestras, and a famous red-light district where prostitution is legal. The 2004 estimated population was 1,731,200.",city and state in the North of Germany,http://vocab.getty.edu/tgn/7005289,http://www.wikidata.org/entity/Q1055,,http://vocab.getty.edu/tgn/7005289,,,1
1165,Italien,Emilia-Romagna,Bologna,08120180,Bologna,Bologna,,,,inhabited places,"Etruscan town was taken by Gallic Boii 4th century BCE; was Roman colony ca. 196 BCE; part of Greek exarchate of Ravenna 6th century CE, then went to pope; damaged in Goth and Hun invasions. There was internal Guelph-Ghibelline strife and a series of wars was fought from the mid-13th century through the early 14th century between Guelf-controlled Florence and allies (Montepulciano, Bologna, and Orvieto) and their Ghibelline opponents (Pisa, Siena, Pistoia, and Arezzo). Bologna thrived under Papal States from 1506.","city and commune in Emilia-Romagna, Italy",http://vocab.getty.edu/tgn/7004847,http://www.wikidata.org/entity/Q1891,,,,,1
1148,Italien,Veneto & Venetien,Venedig,08120163,Venezia,Venice,Veneto,Venetien,Venise,inhabited places,"The islands of the Venetian lagoon were settled by refugees from Altino and Aquileia after the Lombard invasion of northern Italy in 568. The settlement expanded into the Adriatic and Aegean from the 11th century. It was ruled by Austria, then France, 1798-1848. It went to Italy in 1866 The entire city including the lagoon was named an UNESCO World Heritage Site in 1987.","capital city of Veneto, Italy",http://vocab.getty.edu/tgn/7018159,http://www.wikidata.org/entity/Q641,,,,,1
1140,Deutschland,Niedersachsen,Hildesheim,00001271,Hildesheim,,,Hildesheim,,inhabited places,"The city of Hildesheim is situated on the Innerste River in the foothills of the Harz Mountains in the district of Hanover in the German state of Lower Saxony. It lay on trade route between Köln and Magdeburg. A bishopric was founded there by Louis I the Pious, the son of Charlemagne. The city flourished under the prelates Bernward and Gotthard in the 11th century, and it had joined Hanseatic League by the time it received its charter in 1300. The city accepted the Protestant Reformation in 1542, though its bishops continued as princes of the Holy Roman Empire until 1803, when Prussia annexed the city. It changed hands again in 1815, passing into the possession of Hanover. It lost most of its historic architecture during the bombing of World War II, but a few have been reconstructed, among them the cathedral, with art treasures from the 11th century, and St, Michael's Church, which has a 12th century-painted ceiling. Other surviving structures are the Gothic town hall, St. Gotthard's Church, and the Tempelhaus, built 1484-90.  Its industries include the manufacture of agricultural equipment, radio and television equipment, and cooking stoves. The 2004 estimated population was 103,500.",,http://vocab.getty.edu/tgn/7005248,,https://d-nb.info/gnd/4024881-1,http://vocab.getty.edu/tgn/7005248,,,1
1135,Italien,Umbria & Umbrien,Perugia,08120101,Perugia,Perugia,,,Pérouse,inhabited places,"Ancient hill town; was home to Umbrians, and one of 12 cities of ancient Etruria; passed to Rome in 310 BCE, to Lombards in 592 CE; generally Guelph in Guelph/Ghibelline wars with neighboring towns; torn by internal strife in the 15th century; came under control of papacy in 1540.",Italian comune,http://vocab.getty.edu/tgn/7000526,http://www.wikidata.org/entity/Q3437,,,,,1
1119,Deutschland,Thüringen,Weimar,00004006,Weimar,,,,,inhabited places,"Located on Ilm river; was medieval center; ruled by counts of Weimar-Orlamünde from 1247, by Saxon House of Wettin from 1372; thrived as intellectual center of Germany from the late 18th century; was badly damaged in WW II.","city in the federal state of Thuringia, Germany",http://vocab.getty.edu/tgn/7012886,http://www.wikidata.org/entity/Q3955,https://d-nb.info/gnd/4065105-8,http://vocab.getty.edu/tgn/7012886,,,1
1117,Deutschland,Sachsen,Dresden,00260023,Dresden,,,,,inhabited places,"The eastern German city of Dresden is located in the Elbe river valley some 100 miles south of Berlin. The original Slav village of Drezdzen was settled on the north bank of the Elbe, and a German town was founded on the south bank in the early 13th century. The city was variously held by Bohemia, Brandenburg, and Meissen in the 14th century, then went to Saxony in 1489. It was leveled by fire in 1491, and was damaged in wars in 1756 and 1813, and notably in World War II when it was almost totally destroyed by bombing. In the 19th century Dresden grew and prospered, thanks to its railway connections to Leipzig and Berlin and the development of industries in its outlying areas. Before World War II it had hundreds of fine Baroque and Rococo buildings. After the war, restoration began around the Rococo museum the Zwinger , and the area outside was rebuilt along modern lines. The ruins of the Frauenkirche built 1726-1743 were left as a war memorial. Dresden is a cultural center with many museums and art galleries, a celebrated opera house, symphony orchestra, and state theater. It has many educational institutions including colleges of music, art, teaching, and medicine. There are also institutes for science and research. Local industry specializes in the manufacture of high-end products such as optical and precision instruments. It is a transportation hub with an airport, extensive rail connections, and connections via the Elbe river to distant places. The calculated population for 2005 was 480,801.",capital city of the Free State of Saxony in Germany,http://vocab.getty.edu/tgn/7004455,http://www.wikidata.org/entity/Q1731,,http://vocab.getty.edu/tgn/7004455,,,1
1112,Niederlande,,Rotterdam,00070575,Rotterdam,Rotterdam,,,,inhabited places,"Established on a plot of reclaimed land, created by draining the mouth of the Rotte river in 1283. Developed as a fishing village in the 13th century. Canal to the Schie was dug in 1340s and it became major port of province. A sea route to Indies encouraged commerce in 17th century. Town center was completely destroyed by bombs on May 14 1940.","city in South Holland, the Netherlands",http://vocab.getty.edu/tgn/7006792,http://www.wikidata.org/entity/Q34370,,,,,1
1105,Frankreich,Champagne-Ardenne,Reims,00002611,Reims,Rheims,,,,inhabited places,"Important city of Roman Gaul; sacked by Vandals in 406; site of baptism of Clovis and his officers in 496; scene of major European fairs in the 12th century; site of Reims cathedral, traditional coronation place of kings until 1830; severely damaged in World Wars I and II.","city in Marne, France",http://vocab.getty.edu/tgn/7011060,http://www.wikidata.org/entity/Q41876,,,,,1
1044,Deutschland,Baden-Württemberg,Stuttgart,00260134,Stuttgart,,,Stuttgart,,inhabited places,"Stuttgart is the capital city of the state of Baden-Württemberg in southwestern Germany. It is located on both sides of the Neckar River in a fertile area of vineyards and orchards. The town developed around a medieval fortified manor and horse farm. It became the property of the House of Württemberg in the 13th century. Like many German towns, it declined during the Thirty Years' War in the 17th century, only rising in wealth and importance again with the onset of the Industrial Revolution in the 19th century. The city center was nearly destroyed in World War II. Most of its surviving historic architecture has undergone restoration and rebuilding since 1945. This includes a 13th-century castle now housing the state museum, the Gothic St. Leonard's Church dating from 1463-1474, and the Stiftskirche, a church begun in the 12th century in the Romanesque style and completed in 1436-1495 in the Gothic style. Of its modern structures, the 633-foot television tower has become the city symbol. The city is home to many educational and cultural institutions, with galleries, museums, opera, and ballet. Industrially it is a center for electrical engineering and the manufacture of motor vehicles and machinery. It is also a center for the book trade, and also deals extensively in fruits and wine. The 2004 estimated population was 590,500.","city on the Neckar river and capital of the federal state Baden-Württemberg, Germany",http://vocab.getty.edu/tgn/7004425,http://www.wikidata.org/entity/Q1022,,http://vocab.getty.edu/tgn/7004425,,,1
1037,Deutschland,Hessen,Gelnhausen,00260744,Gelnhausen,,,,,inhabited places,,"seat of Main-Kinzig-Kreis and town in Hesse, Germany",http://vocab.getty.edu/tgn/1039218,http://www.wikidata.org/entity/Q494733,,http://vocab.getty.edu/tgn/1039218,,,1
1012,Tschechien,Böhmen,Prag,00002531,Praha,Prague,,,,inhabited places,"The city of Prague is the largest city in the Czech Republic, its limits encompassing some 192 square miles, and it serves as both the national capital and the capital of the Středočeský region. It is situated on both sides of the Vltava River at the intersection of ancient trade routes across Europe. There is a history of human settlement in the area from Paleolithic, Neolithic, and Celtic periods. The site of Prague itself was settled by the second half of the ninth century CE. A ruling family, the Premyslids, established itself in the region later called Bohemia with Prague as its capital. From 800 to 1306 trade flourished under the protection of the Premyslids and the city grew and prospered, becoming the nucleus for the Bohemian kingdom. It was a brilliant medieval center, with a university founded in 1348 that drew scholars from all over Europe. The city grew to cover both banks of the Vltava River. Prague was the scene of Hussite rebellions in the early 15th century, ultimately put down with much violence by the Hapsburg emperors of Austria who became rulers of Bohemia. The religious strife plus two outbursts of plague sent the city into decline in the 17th century, but it revived with great economic growth in the 18th and 19th centuries. In 1918, Prague became the capital of the newly founded nation of Czechoslovakia. Following the end of World War II, restoration of the older sectors and buildings of the city began to take place. In 1968, a growing liberalism within the communist state was crushed by Soviet military occupation. In 1989, rebellion against the communist government was centered in Prague, and with the establishment of the Czech Republic in 1993, it was named the capital. Prague is one of the world's richest centers of culture, its Old Town being declared a World Heritage site in 191992. In the year 200, it was named a European City of Culture. It is famed for its astounding architecture, with churches and civic buildings from the Medieval, Baroque, and Classical periods. Its many churches give it the nickname of the ""city of spires."" Economically it serves as a center of trade and industry. The 2003 estimated population was 1,169,800.",capital city of the Czech Republic,http://vocab.getty.edu/tgn/7006464,http://www.wikidata.org/entity/Q1085,,,,,1
987,Italien,Liguria & Ligurien,Genua,08120220,Genova,Genoa,,,Gênes,inhabited places,"Nation's most important seaport; destroyed by Carthage 205 BCE and rebuilt by Romans; controlled successively by France, Milan, Austria, and Sardinia; ceded to unified Italy 1861; birthplace of Christopher Columbus (1447) and composer Niccolò Paganini (1784).",Italian city,http://vocab.getty.edu/tgn/7008546,http://www.wikidata.org/entity/Q1449,,,,,1
979,Deutschland,Bremen,Bremerhaven,00260219,Bremerhaven,,,Wesermünde,,inhabited places,"The city of Bremerhaven is located on the Geest River at its junction with the estuary of the Weser River some 37 miles north of Bremen. It serves as the North Sea port for that city.  There was a medieval settlement at Lehe on the site. The modern city was founded as a port for Bremen in 1827, and the municipality was formed by the amalgamation of three towns in 1845. Throughout the 19th century, Bremerhaven grew and prospered as both a fishing port and a passenger port. Along with Bremen, it was heavily bombarded in World War II, but the dock area remained largely intact. Fishing, fishery-based manufactures and services, and shipbuilding remain the principal economic activities. The 2004 estimated population was 119,500. ",,http://vocab.getty.edu/tgn/7005287,,https://d-nb.info/gnd/4008144-8,http://vocab.getty.edu/tgn/7005287,,,1
976,Italien,Emilia-Romagna,Ravenna,08120120,Ravenna,,,,,inhabited places,"Probably settled by Italic peoples who moved S from Aquileia ca. 1400 BCE. It was formerly on the sea, but moved inland with the build up of sediment from the Po river, which emptied into the Adriatic and was swept southward by currents. Today it is located on a low-lying plain near the confluence of the Ronco and Montone rivers, 6 miles inland from the sea, with which it is connected by a canal.  It was an important Roman naval base after Augustus built port at nearby Classis; it was an important capital of the Western Empire from the 5th cen. CE. It declined in the 8th cen.; it was held by the popes from 1278; early Christian monuments named UNESCO World Heritage Site in 1996.",city in northern Italy,http://vocab.getty.edu/tgn/7004935,http://www.wikidata.org/entity/Q13364,,,,,1
951,Deutschland,Baden-Württemberg,Karlsruhe,00070566,Karlsruhe,Karlsruhe,,Karlsruhe,,inhabited places,"The city of Karlsruhe is located near the Rhine River on the edge of the Black Forest in the state of Baden-Württemberg in southwestern Germany. It was founded as a residence by the margrave of Baden-Durlach, Karl Wilhelm, in 1715, who built a castle there near his hunting lodge. The city was designed on a radial plan around the tower of the castle with most of its important public building designed in the Neoclassical style. There are many museums, educational institutions, and the Federal Constitutional Court of Germany. An industrial harbor was built on the Rhine in 1901. Severely damaged in World War II; today its factories produce machinery, bicycles, and radio equipment. It has oil refineries with pipelines to Strasbourg, Marseilles, and Ingolstadt, as well as a nuclear reactor and research center. Its 2004 estimated population was 283,000.","city in Baden-Württemberg, Germany",http://vocab.getty.edu/tgn/7004424,http://www.wikidata.org/entity/Q1040,,http://vocab.getty.edu/tgn/7004424,,,1
948,Vatikanstaat,,Vatikan,08120533,Vatikan,,,,,,,"crypt with papal tombs beneath St. Peter's Basilica, Vatican",,http://www.wikidata.org/entity/Q1717939,,,,,1
943,Polen,"Danzig, Freistaat",Danzig,00030181,Gdańsk,Danzig,,,,inhabited places,One of nation's oldest cities; seized by Teutonic Knights in 1308; prospered until Swedish wars in 17th century; seized by Prussia in 1772; free city in 1807 and 1919-1939; site of Hitler's 1 September 1939 invasion of Poland.,city and capital of the Pomeranian Voivodeship on the Baltic coast of northern Poland,http://vocab.getty.edu/tgn/7007660,http://www.wikidata.org/entity/Q1792,,,,,1
937,Deutschland,Niedersachsen,Braunschweig,00000451,Braunschweig,Brunswick,,Braunschweig,,inhabited places,"The city of Braunschweig is located on the Oker River some 38 miles southeast of Hanover in the state of Lower Saxony in northern Germany. According to tradition, Bruno of Saxony founded it in the 9th century. Henry the Lion, duke of Saxony, gave it its charter and developed it in the 12th century. It joined the Hanseatic League in the 13th century and prospered, but civil unrest caused it to decline. It revived far enough to become the capitol city of the state of Brunswick after the First World War, but then suffered heavy bombardment and severe damage in the Second. It was rebuilt and some of its historic architecture was restored. Medieval buildings include the Romanesque Cathedral of St. Blasius, containing the tomb of Henry the Lion, four medieval churches, the castle Burg Dankwarderode, which houses the Treasures of the Guelph family, and, in the castle square, a large statue of a lion, a memorial to Henry the Lion, carved in 1166. The modern city is known worldwide for its technical and scientific educational institutions. The principal industries are metalworking and the production of vehicles. It is a transportation center with an airport and railway junction. Other notable economic activities are the sugar trade and the production and marketing of asparagus, sausage, and gingerbread. The 2004 estimated population was 245,600.  ","city in Lower Saxony, Germany",http://vocab.getty.edu/tgn/7004434,http://www.wikidata.org/entity/Q2773,,http://vocab.getty.edu/tgn/7004434,,,1
932,Deutschland,Sachsen,Dresden,00260023,Dresden,,,,,inhabited places,"The eastern German city of Dresden is located in the Elbe river valley some 100 miles south of Berlin. The original Slav village of Drezdzen was settled on the north bank of the Elbe, and a German town was founded on the south bank in the early 13th century. The city was variously held by Bohemia, Brandenburg, and Meissen in the 14th century, then went to Saxony in 1489. It was leveled by fire in 1491, and was damaged in wars in 1756 and 1813, and notably in World War II when it was almost totally destroyed by bombing. In the 19th century Dresden grew and prospered, thanks to its railway connections to Leipzig and Berlin and the development of industries in its outlying areas. Before World War II it had hundreds of fine Baroque and Rococo buildings. After the war, restoration began around the Rococo museum the Zwinger , and the area outside was rebuilt along modern lines. The ruins of the Frauenkirche built 1726-1743 were left as a war memorial. Dresden is a cultural center with many museums and art galleries, a celebrated opera house, symphony orchestra, and state theater. It has many educational institutions including colleges of music, art, teaching, and medicine. There are also institutes for science and research. Local industry specializes in the manufacture of high-end products such as optical and precision instruments. It is a transportation hub with an airport, extensive rail connections, and connections via the Elbe river to distant places. The calculated population for 2005 was 480,801.",capital city of the Free State of Saxony in Germany,http://vocab.getty.edu/tgn/7004455,http://www.wikidata.org/entity/Q1731,,http://vocab.getty.edu/tgn/7004455,,,1
927,Deutschland,Nordrhein-Westfalen,Bonn,00000391,Bonn,Bonn,,Bonn,,inhabited places,"The German city of Bonn is located some fifteen miles south of Cologne on the Rhine river. Romans documented a river crossing here in the 1st century BCE, and occupied a fortress here from the 1st to the 5th century CE. It was a Frankish town from the 9th century, and from the 13th century was a prosperous town, the capital of the electorate and archbishopric of Cologne. It was occupied by the French from 1794, and then annexed to Prussia in 1815. In the 19th century it grew famous as a rich, fashionable cit y, remaining as such until World War II, when it was heavily damaged. From 1949 to 1990 it was the capital of West Germany and grew in size and importance, annexing several nearby towns in 1969. Efforts were made to preserve the residential look of the city and so only restricted light industry was allowed, Bonn is a cultural center, famed as the birthplace of the composer Ludwig van Beethoven. It has many musical institutions, including an orchestra, and hosts many national and international concerts, mainly in its modern concert hall, the Beethovenhalle. There are many private theaters and performance halls and a large municipal theater that hosts opera, drama, ballet, and musicals. There are two major museums. Its historic architecture includes a Romanesque basilica surmounted by five towers, and three old churches dating from the 10th, 11th, and 12th centuries respectively. There is also the former Electorate Palace, now the Rhenish Friedrich Wilhelm University of Bonn, founded 1786 and the Poppelsdorf Palace, which has botanical gardens. Generally the city is well provided with green open spaces and broad tree-lined streets. The estimated population for 2004 was 311,000.",city in Germany and capital of former West Germany,http://vocab.getty.edu/tgn/7005090,http://www.wikidata.org/entity/Q586,,http://vocab.getty.edu/tgn/7005090,,,1
920,Schweden,,Stockholm,00070679,Stockholm,Stockholm,,,,inhabited places,"Built upon numerous islands as well as on the mainland, primarily by the Swedish ruler Birger Jarl in 13th cen.; rapidly developed as member of Hanseatic League; extensively rebuilt in 1634; destroyed by fires & rebuilt in 18th cen., expanded in 19th cen.",capital and largest city of Sweden,http://vocab.getty.edu/tgn/7009861,http://www.wikidata.org/entity/Q1754,https://d-nb.info/gnd/4057648-6,,,,1
883,Deutschland,Bremen,Bremen,00070371,Bremen,,,Bremen,,inhabited places,"The city of Bremen is located on both banks of the Weser River in northern Germany, about forty miles from the North Sea. The initial settlement developed at the junction of important European trade routes. The emperor Charlemagne established a diocese there in 787, which by 845 was an archbishopric including all of Scandinavia, Iceland, and Greenland. In 1358 it became a Hanseatic city, and a highly dynamic commercial center. It continued long as a free imperial city, resisting aggression from Sweden and Hanover. It joined the Germany Confederation in 1815 and the German Empire in 1871. Its excellent facilities and prime location made it a highly strategic shipping and receiving point in both World Wars, and it was heavily bombarded in World War II. Its old town took a heavy beating, losing around 69% of its buildings. Much of its historic architecture has been restored, however, including the medieval market place with its 11th century cathedral, a row of medieval gabled houses, the Romanesque town hall, and the 1404 statue of Roland. The modern city continues its traditionally busy commercial and industrial activity, featuring aircraft production, electronic consumer goods, and foodstuffs among many others. The 2004 estimated population was 545,000. ","city in the Bremen federated state, Germany",http://vocab.getty.edu/tgn/7005286,http://www.wikidata.org/entity/Q24879,https://d-nb.info/gnd/4008135-7,http://vocab.getty.edu/tgn/7005286,,,1
