count,country,region,city,tgn_or_wiki_label,label_en,label_it,label_de,label_fr,type,scope_note,wikidata_description,tgn_uri,wikidata_uri,notes
10,Germany,,Pommersfelden,Pommersfelden,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7012304,,
10,Germany,,Regensburg,Regensburg,Regensburg,,,,inhabited places,"The city of Regensburg is located on right bank of Danube River at its confluence with the Regen. Romans founded it as a frontier post on a Celtic settlement in the 2nd century. It went to Charlemagne in 788; and prospered in the Middle Ages. French troops destroyed it in 1809. It passed into the possession of Bavaria in 1810. It was bombed in World War II, but most of its historic structures survived. The famous Steinerne Brücke, 1125-1146, across the Danube is famous as an outstanding example of medieval construction. The most notable church is the Cathedral of St. Peter, 1275-1524, is an important Gothic structure, with medieval stained glass. Regensburg is a thriving river port at the head of navigation on the Danube, and is a center of commerce, industry, and culture. It feature manufactures for motor vehicles, wood products, electronics, and steel. The 2004 estimated population was 128,800.","city in Bavaria, Germany",http://vocab.getty.edu/tgn/7013496,http://www.wikidata.org/entity/Q2978,
10,Italy,,Belluno,Belluno,,,,,inhabited places,City of pre-Roman origin; was a medieval free commune before joining Venice in 1404; taken by the French 1797; passed to Austria 1813 & to the Italian kingdom in 1866.,,http://vocab.getty.edu/tgn/7003325,,
10,Italy,,Cannobio (near),,,,,,,,,,,
10,Italy,,Cazzano di Tramigna,Cazzano di Tramigna,,,,,,,Italian comune,,http://www.wikidata.org/entity/Q46246,
10,Italy,,Lucignano,Lucignano d'Arbia,,,,,inhabited places,Tiny hill town overlooking the Arbia river; was fortified in 14th cen.,,http://vocab.getty.edu/tgn/7000214,,
10,Italy,,Novacella,Novacella,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7050366,,
10,Italy,,Oleggio,Oleggio,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7005658,,
10,Italy,,Palazzo S. Gervasio,,,,,,,,,,,
10,Italy,,Pescia,Pescia,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7006306,,
10,Italy,,San Giuliano Milanese,San Giuliano Milanese,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/1046544,http://www.wikidata.org/entity/Q42911,
10,Italy,,Saronno,Saronno,,,,,inhabited places,Manufacturing commune located 18 miles SE of Varese; site of a 13th/17th-cen. pilgrimage church; noted for its macaroons.,Italian comune,http://vocab.getty.edu/tgn/7006057,http://www.wikidata.org/entity/Q40862,
10,Italy,,Scarperia,Scarperia,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7006157,,
10,Italy,,Torrechiara,Torrechiara,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7004971,,
10,Italy,,Varese,Varese,,,,,inhabited places,"Located N of Milan in Alpine foothills; manufactures leather goods, shoes & textiles; noted for basilica of San Vittore (1580-1615) & the Palazzo Municipio (1766-1772), the former castle of the dukes of Este.",Italian comune,http://vocab.getty.edu/tgn/7006041,http://www.wikidata.org/entity/Q6285,
10,Italy,,Vipiteno,Vipiteno,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7005434,,
10,Italy,,Voltaggio,Voltaggio,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7005608,,
10,Netherlands,,Dordrecht,Dordrecht,Dordrecht,,,,inhabited places,"Founded in 11th cen. on divergence of Merwede, Noord, Oude Maas & Dordtse Kil rivers; was residence of counts of Holland until 1203; fortified in 1271; severely damaged by flood in 1421 & rebuilt; formerly one of the most important ports in Netherlands.","city and municipality in South Holland, the Netherlands",http://vocab.getty.edu/tgn/7006798,http://www.wikidata.org/entity/Q26421,
10,Poland,,Danzig,Gdańsk,Danzig,,,,inhabited places,One of nation's oldest cities; seized by Teutonic Knights in 1308; prospered until Swedish wars in 17th century; seized by Prussia in 1772; free city in 1807 and 1919-1939; site of Hitler's 1 September 1939 invasion of Poland.,city and capital of the Pomeranian Voivodeship on the Baltic coast of northern Poland,http://vocab.getty.edu/tgn/7007660,http://www.wikidata.org/entity/Q1792,
10,Poland,,Wrocław,Wrocław,Breslau,,,,inhabited places,Originated on trade route between Roman Empire & Baltic Sea; home of many German immigrants since 13th cen.; passed to Bohemia in 1526 & to Prussia in 1741; damaged by Russian & Nazi sieges of 1945; was rebuilt & industrialized in 1950s-1960s.,"city in the Lower Silesian Voivodeship, southwestern Poland, and historical capital of Silesia",http://vocab.getty.edu/tgn/7007601,http://www.wikidata.org/entity/Q1799,
10,Scotland,,Peebles,Peebles,Peebles,,,,inhabited places,,,http://vocab.getty.edu/tgn/7009530,,
10,Scotland,,Shieldhill,Shieldhill,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1051060,,
10,Spain,,Esparza de Galar,Esparza de Galar,,,,,,,"human settlement in Galar, Navarre, Spain",,http://www.wikidata.org/entity/Q8778483,
10,Spain,,Logroño,Logroño,,,,,inhabited places,"Logroño was one of the pilgrimage sites on route to the Cathedral of Santiago de Compostela, home of the shrine dedicated to Saint James, the patron saint of Spain. The symbol of Saint James, the scalloped shell, became the primary symbol representing pilgrims. Various pilgrimage routes in the autonomous communities of Aragon, Navarre, and León correspond to old Roman roads built in the northern portion of the Iberian Peninsula. Its wool production and location on the medieval pilgrimage route to Santiago de Compostela led to its growth. Churches in Logroño include the 11th-century Santa María del Palacio, 16th-century Santiago el Real and 15th-17th-century Santa María la Redonda.",,http://vocab.getty.edu/tgn/7007928,,
10,Sweden,,Wanås,,,,,,,,,,,
10,United States,California,Claremont,Claremont,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7013605,,
10,United States,California,Grass Valley,Grass Valley,,,,,inhabited places,,"city in Nevada County, California, United States",http://vocab.getty.edu/tgn/2011608,http://www.wikidata.org/entity/Q834337,
10,United States,Connecticut,Waterford,Waterford,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2017534,,
10,United States,Delaware,Montchanin,Montchanin,,,,,inhabited places,,"unincorporated community in New Castle County, Delaware",http://vocab.getty.edu/tgn/2018040,http://www.wikidata.org/entity/Q6904565,
10,United States,Illinois,Elgin,Elgin,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2027684,,
10,United States,Kansas,Kansas City,Kansas City,Kansas City,,,,inhabited places,"Located in NE Kansas at junction of Kansas & Missouri rivers, adjoining Kansas City, Missouri; formation of rival pro- & anti-slavery towns in close proximity after Kansas-Nebraska Act (1854) brought rapid development; heavy flooding in 1903, 1951 & 1977.","city and county seat of Wyandotte County, State of Kansas, United States",http://vocab.getty.edu/tgn/2036582,http://www.wikidata.org/entity/Q486472,
10,United States,Maryland,Monkton,Monkton,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2047958,,
10,United States,Maryland,Riderwood,,,,,,,,,,,
10,United States,Massachusetts,Hingham,Hingham,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2049904,,
10,United States,Mississippi,Natchez,Natchez,,,,,inhabited places,"Survived a massacre in 1729 by Natchez tribe, for whom it was later named; passed from France to England in 1763; was haven for loyalists during American Revolution; captured by Spanish in 1779; US took possession in 1798; early Indian mounds are nearby.",,http://vocab.getty.edu/tgn/7017545,,
10,United States,Missouri,Kansas,,,,,,,,,,,
10,United States,Missouri,Kansas city,Kansas City,,,,,inhabited places,"Located on Missouri River in W Missouri, adjoining Kansas City, Kansas; developed as river port; terminus for Santa Fe and Oregon trails; was divided during Civil War and was site of destructive raids by Confederates; railroad stimulated economic growth.","city in Missouri, United States",http://vocab.getty.edu/tgn/7013820,http://www.wikidata.org/entity/Q41819,
10,United States,New Jersey,East Orange,East Orange,,,,,inhabited places,,"city in Essex County, New Jersey, United States",http://vocab.getty.edu/tgn/2064594,http://www.wikidata.org/entity/Q988515,
10,United States,New Jersey,Glen Ridge,Glen Ridge,,,,,inhabited places,,"railway station in Glen Ridge, the United States of America",http://vocab.getty.edu/tgn/2064836,http://www.wikidata.org/entity/Q5567992,
10,United States,New Jersey,Rumson,Rumson,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2066090,,
10,United States,New Mexico,Santa Fe,Santa Fe,,,,,inhabited places,Located in N New Mexico between Rio Grande & Pecos Rivers; Indian Pueblo revolt in 1680 drove out Spanish for 12 years; ruled by Mexico from 1821; after Mexican War (1846) ceded to USA in 1848; briefly occupied by Confederate troops in USA Civil War.,"capital city of New Mexico, United States",http://vocab.getty.edu/tgn/7013950,http://www.wikidata.org/entity/Q38555,
10,United States,New York,Nyack,Nyack,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2071393,,
10,United States,New York,Ossining,Ossining,Ossining,,,,inhabited places,,,http://vocab.getty.edu/tgn/2071503,,
10,United States,New York,Port Washington,Port Washington,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7014279,,
10,United States,North Carolina,Elizabeth City,Elizabeth City,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2074494,,
10,United States,Pennsylvania,Ambler,Ambler,Ambler,,,,inhabited places,,,http://vocab.getty.edu/tgn/2085996,,
10,United States,Pennsylvania,Bethayres,Bethayres,,,,,,,"human settlement in Pennsylvania, United States of America",,http://www.wikidata.org/entity/Q4897799,
10,United States,Pennsylvania,St. David's,,,,,,,,,,,
10,United States,Pennsylvania,Washington,Washington Boro,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2094199,,
10,United States,Tennessee,Knoxville,Knoxville,,,,,inhabited places,"Located on Tennessee River; named for Henry Knox, secretary of war in President Washington's cabinet; until 1863 occupied by Confederates during Civil War; center of large metropolitan area with diversified economy.",,http://vocab.getty.edu/tgn/7013841,,
10,United States,Virginia,Petersburg,Petersburg,,,,,independent cities,,,http://vocab.getty.edu/tgn/7022207,,
10,United States,Washington,Georgetown,Georgetown,,,,,neighborhoods,,neighborhood of Seattle,http://vocab.getty.edu/tgn/2116724,http://www.wikidata.org/entity/Q5546959,
9,Austria,,Graz,Graz,Graz,,,,inhabited places,"Located in Styrian Alps on the Mur River, the town developed around Schlossberg peak, on which there are ruins of a 15th century fortress and clock tower. It served as the residence of early rulers of Steiermark and was held by French during Napoleonic wars. Noted as the birthplace of astronomer Johannes Kepler (1571-1630) and as burial site of Emperor Ferdinand II. The historic centre of the city of Graz was designated a World Heritage Site by UNESCO.","capital of Styria, Austria",http://vocab.getty.edu/tgn/7003097,http://www.wikidata.org/entity/Q13298,
9,England,,Darlington,Darlington,Darlington,,,,inhabited places,Located on River Skerne; Saxon in origin; site of 12th-century church of St. Cuthbert; became textile and rail center during the 19th century; world's first locomotive ran on Stockton-Darlington Railway in 1825; economy still based on heavy industry and engineering.,,http://vocab.getty.edu/tgn/7010034,,
9,England,,Panshanger,Panshanger,Panshanger,,,,inhabited places,,,http://vocab.getty.edu/tgn/7458488,,
9,France,,Ajaccio,Ajaccio,,,,,inhabited places,"The birthplace of Napoleon; original settlement of Ajax founded by Romans is nearby; town moved to present site by Genoese 1492; became part of France 1768; economy is largely supported by tourism, yet there is light industry & shipping.",French commune and prefecture of Corse-du-Sud and Corsica,http://vocab.getty.edu/tgn/7008351,http://www.wikidata.org/entity/Q40104,
9,France,,Arles,Arles-sur-Tech,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7008375,,
9,France,,Bagnères-de-Bigorre,Bagnères-de-Bigorre,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7008932,,
9,France,,Bayeux,Bayeux,,,,,inhabited places,First town to be liberated by Allied Forces in World War II.,"commune in Calvados, France",http://vocab.getty.edu/tgn/7008208,http://www.wikidata.org/entity/Q183910,
9,France,,Cannes,Cannes,,,,,inhabited places,"Occupied by Phocaeans, Celts & Romans; under protection of Monks of Lérins 4th cen.; twice destroyed by Moors; Napoleon's landing spot on his escape from Elba 1815; marked E limit of US landing in World War II; site of International Film Festival.","French commune and city in Alpes-Maritimes, Provence-Alpes-Côte d'Azur",http://vocab.getty.edu/tgn/7008765,http://www.wikidata.org/entity/Q39984,
9,France,,Héricy,Héricy,Héricy,,,,inhabited places,,,http://vocab.getty.edu/tgn/7643814,,
9,France,,Neuilly-Sur-Seine,Neuilly-sur-Seine,,,,,inhabited places,"Located in N France; a NW suburb of Paris near Bois de Boulogne; noted for its automotive industry; site of signing of Treaty of Neuilly between Allies & Bulgaria after World War I, 1919.","commune in Hauts-de-Seine, France",http://vocab.getty.edu/tgn/7009402,http://www.wikidata.org/entity/Q48958,
9,Germany,,Göttingen,Göttingen,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1039172,,
9,Germany,,Mannheim,Mannheim,Mannheim,,Mannheim,,inhabited places,"The city of Mannheim is located on the east bank of the Rhine River, opposite Ludwigshafen at the confluence of the Neckar River and the Rhine in southwestern Germany. First mentioned as a village in 764, it was expanded and fortified by the Elector Frederick IV in 1606. It was heavily damaged and rebuilt in the Thirty Years' War and in the prelude to the War of the Grand Alliance in the 17th century. The Electors of Palatine moved their residence there in 1720, and built many structures in the Baroque style, notably the Jesuit Church, the castle, the town hall, and the pilgrimage church. The city became a center of high culture in the 18th century, which it has remained to this day, famous for its music, art museum, and Germany's National Theater. Destroyed again in 1795, it was once more rebuilt and was a center of revolutionary activity in 1848-1849. A harbor constructed there on the Rhine in 1834 encouraged economic and industrial activity. The city was heavily damaged again in World War II, but most of its principal historic buildings have been restored. Its principal manufactures include textiles, chemicals, fertilizer, and food products, and coal and iron are traded through its river harbor. The 2004 population estimate was 309,600.","city in Baden-Württemberg, Germany",http://vocab.getty.edu/tgn/7005179,http://www.wikidata.org/entity/Q2119,
9,Germany,,Weissenstein ob Pommersfelden Castle (near Bamberg),,,,,,,,,,,
9,Ireland,,Abbeyleix,Abbeyleix,,,,,inhabited places,,"town in County Laois, Ireland",http://vocab.getty.edu/tgn/1042562,http://www.wikidata.org/entity/Q1650406,
9,Ireland,County Laois,Abbey Leix,,,,,,,,,,,
9,Italy,,Aosta,Aosta,,,,,inhabited places,"At junction of Great and Little St. Bernard passes; birthplace of St. Anselm, archbishop of Canterbury; became duchy in 1302; occupied by French several times in the 18th and 19th centuries; site of nearly intact Roman city walls, arch of Augustus, and amphitheater ruins.",,http://vocab.getty.edu/tgn/7005726,,
9,Italy,,Bergamo (near),,,,,,,,,,,
9,Italy,,Bominaco,Bominaco,,,,,inhabited places,,,http://vocab.getty.edu/tgn/5002055,,
9,Italy,,Brozzi,Brozzi,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7057919,,
9,Italy,,Brunico,Brunico,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7005436,,
9,Italy,,Bugusio,,,,,,,,,,,
9,Italy,,Cercina,Cercina,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7006523,,
9,Italy,,Colle di Val d'Elsa,Colle di Val d'Elsa,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7006328,,
9,Italy,,Frascati,Frascati,,,,,inhabited places,Located in Alban hills; town grew up around a villa; inhabitants of nearby Tusculum fled here when their city was destroyed in 1191; was papal possession in Middle Ages; has long been a favorite summer residence for Roman nobility; badly damaged in WW II.,,http://vocab.getty.edu/tgn/7007013,,
9,Italy,,Fucecchio,Fucecchio,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7006170,,
9,Italy,,Gemona,Gemona del Friuli,,,,,inhabited places,Located in foothills N of Udine; severely damaged during earthquake of 1976.,Italian comune,http://vocab.getty.edu/tgn/7005546,http://www.wikidata.org/entity/Q53265,
9,Italy,,Livorno,Livorno,Livorno,,,,inhabited places,"Located on Ligurian Sea, surrounded by low hills; was given by countess Matilda of Tuscany to Pisan church in 1103; flourished as commercial center; went to Visconti family in 1399, to Genoa & then to Florence in 15th cen.; was damaged in WW II.","city in Italy, Central Italy",http://vocab.getty.edu/tgn/7006074,http://www.wikidata.org/entity/Q6761,
9,Italy,,Monte Siepi,,,,,,,,,,,
9,Italy,,Orte,Orte,,Orte,,,inhabited places,"Town on a high tuff cliff, on an ancient Etruscan site located at the junction of the Nar and the Tiber. It is named after the Etruscan goddess Horta, whose temple at Rome always remained open. It was a military colony of Augustus. Orte was the site of battles between Etruscans and Romans in 310 and 283 BCE.",,http://vocab.getty.edu/tgn/7006789,,
9,Italy,,Paganico,Paganico,,,,,inhabited places,"Located on the Ombrone river, near its confluence with the Gretano; was a feudal holding of the Aldobrandeschi family; went to Siena in 1193.",,http://vocab.getty.edu/tgn/7006188,,
9,Italy,,Piove di Sacco,Piove di Sacco,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7003082,,
9,Italy,,Signa,Signa,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7006174,,
9,Italy,,Terni,Terni,,,,,inhabited places,"Located on Nera river; developed as ancient Umbrian town; was important Roman center, possibly birthplace of historian Tacitus and site of murder of Emperor Gallus in 253 CE; sacked in 6th-7th, and 12th centuries; went to Papacy in the 14th century; devastated in WW II.",Italian comune,http://vocab.getty.edu/tgn/7005123,http://www.wikidata.org/entity/Q8621,
9,Italy,,Tesimo,Tesimo,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1047099,,
9,Italy,,Valdaora di Mezzo,Valdaora di Mezzo,,,,,,,"municipality in South Tyrol, Italy",,http://www.wikidata.org/entity/Q493802,
9,Italy,,Varazze,Varazze,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1047319,,
9,Italy,Bardonecchia,Turin,,,,,,,,,,,
9,Italy,Como,Civate,Civate,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7005861,,
9,Italy,Lazio,Tivoli,Tivoli,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7006968,,
9,Italy,Lombardy,Albizzate,Albizzate,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1043162,,
9,Italy,Tuscany,Castiglion Fiorentino,Castiglion Fiorentino,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7006118,,
9,Massachusetts,,Cambridge,,,,,,,,,,,
9,Poland,,Poznań,Poznań,,,,,inhabited places,"On banks of Warta River; became a major trade center; cultural growth peaked 15th-16th cen.; was occupied by Germans; ruled by Russia 1807-1815; destroyed by Nazis in 1939; textile mills, chemical & metals plants were built after WW II.",capital of the Greater Poland Voivodeship in west-central Poland,http://vocab.getty.edu/tgn/7007756,http://www.wikidata.org/entity/Q268,
9,Portugal,,Setúbal,Setúbal,,,,,inhabited places,"SE of Lisbon city; was severely damaged by earthquake in 1755; exports salt, oranges, grapes & muscatel wine; industrial activity includes boat building, canning & manufacture of glassware, chemicals, pharmaceuticals & electrical equipment.",city and municipal capital in Portugal,http://vocab.getty.edu/tgn/7011006,http://www.wikidata.org/entity/Q173699,
9,Scotland,,Rothesay,Rothesay,Rothesay,,,,inhabited places,,,http://vocab.getty.edu/tgn/7009117,,
9,Spain,,Burgo de Osma,El Burgo de Osma,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7007651,,
9,Spain,,Córdoba,Córdoba,Cordova,,,,inhabited places,Conquered by Romans 206 BCE; declined under rule of Visigoths 572-711; taken and almost completely ruined by Muslims 711; prospered as artistic and intellectual center in Middle Ages; annexed to Sevilla 1078; under control of Ferdinand III of Castile 1236.,"municipality in the province of Córdoba, Spain",http://vocab.getty.edu/tgn/7007513,http://www.wikidata.org/entity/Q5818,
9,Spain,,Lacabe,Lacabe,,,,,,,"human settlement in Arce, Navarre, Spain",,http://www.wikidata.org/entity/Q9019755,
9,Spain,,León,León,,,,,inhabited places,"León derives its name from the Roman Legio Septima (seventh legion), established here by Augustus to protect the plains from the Asturian highlanders. During Medieval times, León had the most churches and monasteries in all of the Iberian Peninsula. It was one of the pilgrimage sites on route to the Cathedral of Santiago de Compostela, home of the shrine dedicated to Saint James, the patron saint of Spain. Various pilgrimage routes in the autonomous communities of Aragon, Navarre, and Castilla y León correspond to old Roman roads built in the northern portion of the Iberian Peninsula. The following historic sites are located in León: the Cathedral of Santa María de la Regla; Collegiate Church of San Isidro; Church of San Salvador de Palaz de Rey; Church of Santa María del Mercado; Collegiate Church of Augustinian Friars; Church and Hospice of San Marcelo; Monastery of San Marcos; Church of San Lorenzo; Church of San Salvador del Nido; Convent of Benedictine Nuns of Carvajal; Church of Santa Ana; Hospital and Hermitage of San Lázaro; Hospital of Jerusalem or Santo Sepulcro; Hospital of San Miguel; and the Hospital of San Juan. ",,http://vocab.getty.edu/tgn/7009120,,
9,Spain,,Marchena,Marchena,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7008012,,
9,Spain,,Pollensa,Pollensa,,,,,inhabited places,,,http://vocab.getty.edu/tgn/4008763,,
9,Spain,,Sevilla,Sevilla,Seville,,,,inhabited places,"Important cultural center during rule of 'Abbādid dynasty & later Almoravid and Almohad confederations; prospered after Spanish Christians under Ferdinand III expelled Muslims in 1248; Velásquez, Zurbarán & Murillo painted in Sevilla during the 17th century.","municipality of Andalusia, Spain",http://vocab.getty.edu/tgn/7008676,http://www.wikidata.org/entity/Q8717,
9,Spain,,Sijena,,,,,,,,,,,
9,Spain,Lleida,Lleida,Lérida,,,,,inhabited places,Was strategic fortified center; taken from Pompey by Julius Caesar in Roman Civil War in 49 BC; was site of Visigothic council in 546; was taken by Moors in 713; was recaptured by Ramón Berenguer IV of Aragón in 1149.,,http://vocab.getty.edu/tgn/7007789,,
9,United States,,"Princeton, New Jersey",,,,,,,,,,,
9,United States,Alabama,Montrose,Montrose,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2004563,,
9,United States,Arizona,Tempe,Tempe,,,,,inhabited places,Located in S central Arizona on Salt River; originally settled by Charles Hayden (father of former senator of Arizona Carl Hayden); following WW II showed rapid growth.,,http://vocab.getty.edu/tgn/7014367,,
9,United States,California,La Jolla,La Jolla,,,,,neighborhoods,,"neighborhood in San Diego, California, United States",http://vocab.getty.edu/tgn/7013846,http://www.wikidata.org/entity/Q840668,
9,United States,California,Riverside,Riverside,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2620608,,
9,United States,California,San Simeon,Cambria,,,,,inhabited places,"Native peoples settled here around 9,000 years ago; settled by Europeans & became second largest city in the area by 1880s; town declined after 1897 when coastal trade routes were ruined because railroad lines were extended north from San Luis Obispo.",,http://vocab.getty.edu/tgn/2010491,,
9,United States,California,Stanford,Stanford,Stanford,,,,inhabited places,,"census-designated place in Santa Clara County, California, United States",http://vocab.getty.edu/tgn/7031481,http://www.wikidata.org/entity/Q173813,
9,United States,Connecticut,Avon,Avon,,,,,inhabited places,,"town in Connecticut, United States",http://vocab.getty.edu/tgn/2016589,http://www.wikidata.org/entity/Q791265,
9,United States,Connecticut,Middletown,Middletown,,,,,inhabited places,,"city in Middlesex County, Connecticut, United States",http://vocab.getty.edu/tgn/7014047,http://www.wikidata.org/entity/Q49192,
9,United States,Connecticut,Mystic,Mystic,,,,,inhabited places,Located at mouth of Mystic river adjacent to Stonington; noted for Mystic Seaport museum.,,http://vocab.getty.edu/tgn/7017852,,
9,United States,Florida,Tampa,Tampa,,,,,inhabited places,Located on Tampa Bay in W central Florida; Confederates surrendered fort to Union after naval attack; arrival of railroad in 1885 stimulated economic growth; Vincent Ybor began cigar production in 1886; embarkation point for Cuba-bound US troops in 1898.,"city in Florida, United States",http://vocab.getty.edu/tgn/7013974,http://www.wikidata.org/entity/Q49255,
9,United States,Georgia,Augusta,Augusta,,,,,inhabited places,"Located in E Georgia on Savannah river; saw much fighting in Revolutionary War; Georgia ratified US Constitution here 1788; site of largest Confederate gunpowder factory in Civil War, the chimney of which still stands as a war memorial.",,http://vocab.getty.edu/tgn/7017498,,
9,United States,Illinois,Lake Forest,Lake Forest,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7013857,,
9,United States,Iowa,Cedar Rapids,Cedar Rapids,,,,,inhabited places,Located on both sides of Cedar River in E central Iowa; railroad's presence initiated economic growth for grain & livestock industry.,"city in Linn County, Iowa, United States",http://vocab.getty.edu/tgn/7013565,http://www.wikidata.org/entity/Q486439,
9,United States,Kentucky,Bardstown,Bardstown,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2037601,,
9,United States,Kentucky,Bardstwon,,,,,,,,,,,
9,United States,Louisiana,Baton Rouge,Baton Rouge,,,,,inhabited places,Located in SE Louisiana; French ceded area to Britain in 1763 after French & Amerindian wars; occupied by Spain during American Revolution; purchased by USA in 1815; Union forces took city in May 1862; politician Huey Long kept offices here.,"capital city of Louisiana, United States, and seat of East Baton Rouge Parish",http://vocab.getty.edu/tgn/7017543,http://www.wikidata.org/entity/Q28218,
9,United States,Louisiana,Houma,Houma,,,,,inhabited places,,"only incorporated city and parish seat of Terrebonne Parish, Louisiana, United States",http://vocab.getty.edu/tgn/2043037,http://www.wikidata.org/entity/Q388503,
9,United States,Maine,Gardiner,Gardiner,Gardiner,,,,inhabited places,,,http://vocab.getty.edu/tgn/2044875,,
9,United States,Maryland,Elkridge,Elkridge,,,,,inhabited places,,"census-designated place in Howard County, Maryland, United States",http://vocab.getty.edu/tgn/2315035,http://www.wikidata.org/entity/Q755962,
9,United States,Massachusetts,Great Barrington,Great Barrington,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2049843,,
9,United States,Massachusetts,Malden,Malden,,,,,inhabited places,"Located on Malden River; incorporated as town 1649; industries include footwear, electronics & clothing; noted for Bell Rock Memorial Park & Civil War Soldiers & Sailors monument.",,http://vocab.getty.edu/tgn/7013986,,
9,United States,Massachusetts,Newton,Newton,,,,,inhabited places,"Located N of Boston on Charles River; developed milling & forging industries 17th cen.; suburban growth expanded with Boston & Worcester railroad 1834; site of many schools, including, Boston College (1863) & Andover Newton Theological School (1808).",,http://vocab.getty.edu/tgn/2050214,,
9,United States,Massachusetts,North Egremont,North Egremont,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2050281,,
9,United States,Massachusetts,Weston,Weston,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7014617,,
9,United States,Massachusetts,Winchester,Winchester,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7014635,,
9,United States,Michigan,Birmingham,Birmingham,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7013426,,
9,United States,New Jersey,Basking Ridge,Basking Ridge,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2064038,,
9,United States,New Jersey,Red Bank,Red Bank,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2065997,,
9,United States,New Jersey,Rutherford,Rutherford,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7014429,,
9,United States,New York,Blue Mountain Lake,Blue Mountain Lake,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7013438,,
9,United States,New York,Germantown,Germantown,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2348041,,
9,United States,New York,Irvington-on-Hudson,Irvington,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7013799,,
9,United States,New York,Manhasset,Manhasset,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7013991,,
9,United States,New York,NewYork,,,,,,,,,,,
9,United States,North Carolina,Fayetteville,Fayetteville,,,,,inhabited places,Located in S central N Carolina at head of navigation of Cape Fear River; site of convention that ratified US Constitution in N Carolina in 1789; occupied by Cornwallis in 1781 & by General Sherman in 1865; fire destroyed more than 600 buildings in 1831.,,http://vocab.getty.edu/tgn/7014292,,
9,United States,North Carolina,Tarboro,Tarboro,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2076878,,
9,United States,Oklahoma,Bartlesville,Bartlesville,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7013357,,
9,United States,Pennsylvania,Andalusia,Andalusia,,,,,,,"historic neighborhood and census-designated place in Bensalem Township, Bucks County, Pennsylvania",,http://www.wikidata.org/entity/Q4753513,
9,United States,Pennsylvania,Lansdowne,Lansdowne,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2089963,,
9,United States,Pennsylvania,Penllyn,Penllyn,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2091737,,
9,United States,Virginia,Boyce,Boyce,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2110755,,
8,,New Jersey,Princeton,,,,,,,,,,,
